id,horario_trabalho,biorritmo,nivel_escolaridade,gosta_ler,lugar_animado,gosta_cinema,animal_estimacao,cozinha,esporte,dieta_especial,fumador,recebe_visitas,organizada_relaxada,musica_tipo,musica_alto,plano_perfeito,instrumento
626,manha,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,sair,nao
627,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,nao,sim,organizada,classica,sim,sair,sim
628,manha,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,casa,sim
629,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,sertanejo,sim,casa,sim
630,manha,noturno,medio,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
631,manha,madrugador,fundamental,nao,nao,nao,nao,pedir,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
632,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,sertanejo,sim,casa,nao
633,noite,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,casa,nao
634,noite,noturno,fundamental,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
635,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,nao,sim,sim,organizada,funk,sim,sair,nao
636,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,nao,casa,sim
637,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
638,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,funk,sim,casa,sim
639,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
640,manha,madrugador,superior,sim,nao,sim,nao,pedir,sim,nao,nao,sim,organizada,funk,nao,casa,nao
641,noite,noturno,superior,nao,nao,sim,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
642,noite,noturno,superior,sim,sim,sim,nao,pedir,sim,nao,sim,sim,organizada,classica,sim,sair,sim
643,noite,madrugador,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
644,noite,madrugador,superior,sim,nao,sim,sim,pedir,nao,sim,nao,sim,relaxada,sertanejo,sim,sair,nao
645,noite,noturno,medio,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
646,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,nao,sair,sim
647,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,nao,nao,sim,relaxada,rock,sim,sair,sim
648,noite,noturno,medio,nao,sim,nao,sim,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
649,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,organizada,sertanejo,nao,sair,sim
650,noite,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
651,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,nao
652,noite,madrugador,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
653,manha,noturno,fundamental,sim,nao,sim,nao,pedir,nao,nao,nao,sim,organizada,rock,nao,casa,sim
654,noite,madrugador,medio,sim,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,funk,nao,casa,sim
655,noite,noturno,medio,nao,sim,nao,sim,pedir,sim,nao,nao,sim,relaxada,funk,sim,sair,sim
656,noite,noturno,medio,nao,sim,sim,nao,cozinhar,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
657,manha,madrugador,medio,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,sair,nao
658,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,casa,sim
659,manha,noturno,superior,sim,sim,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,casa,nao
660,noite,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
661,noite,madrugador,superior,sim,nao,sim,nao,cozinhar,nao,sim,nao,nao,organizada,rock,sim,casa,nao
662,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,sim,sim,nao,nao,relaxada,rock,nao,sair,nao
663,manha,madrugador,superior,sim,sim,sim,sim,pedir,nao,nao,sim,nao,relaxada,sertanejo,nao,casa,nao
664,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,nao,casa,sim
665,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,sertanejo,nao,casa,nao
666,noite,noturno,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
667,noite,noturno,superior,sim,sim,sim,sim,pedir,sim,nao,sim,sim,relaxada,classica,nao,casa,sim
668,noite,noturno,medio,nao,nao,sim,nao,cozinhar,sim,sim,sim,nao,relaxada,funk,sim,casa,nao
669,manha,madrugador,medio,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,organizada,rock,nao,casa,nao
670,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,sim,nao,nao,sim,organizada,rock,nao,casa,sim
671,noite,noturno,superior,nao,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
672,noite,noturno,superior,nao,sim,sim,nao,pedir,nao,nao,sim,sim,relaxada,funk,sim,sair,sim
673,manha,noturno,medio,nao,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
674,noite,madrugador,superior,sim,nao,nao,sim,cozinhar,sim,nao,nao,sim,organizada,rock,nao,casa,sim
675,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,casa,sim
676,manha,madrugador,superior,sim,nao,sim,sim,pedir,sim,sim,sim,nao,organizada,sertanejo,nao,sair,nao
677,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,nao,sim,nao,organizada,classica,sim,casa,nao
678,noite,noturno,medio,sim,nao,nao,nao,pedir,sim,nao,sim,sim,organizada,funk,nao,sair,nao
679,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,sim,sim,nao,relaxada,rock,sim,casa,nao
680,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,sim,nao,organizada,rock,sim,casa,nao
681,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,nao,nao,organizada,sertanejo,sim,sair,sim
682,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
683,noite,madrugador,medio,nao,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
684,noite,noturno,medio,nao,sim,nao,nao,cozinhar,sim,sim,nao,sim,relaxada,funk,sim,sair,sim
685,noite,noturno,medio,nao,sim,sim,nao,pedir,nao,nao,nao,sim,relaxada,funk,sim,sair,sim
686,noite,noturno,medio,sim,sim,sim,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
687,manha,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
688,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
689,noite,madrugador,medio,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,sim,casa,nao
690,manha,madrugador,fundamental,sim,sim,sim,nao,cozinhar,nao,sim,nao,nao,organizada,rock,nao,casa,nao
691,noite,noturno,medio,nao,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
692,manha,madrugador,superior,sim,sim,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
693,noite,madrugador,medio,sim,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,nao
694,noite,noturno,fundamental,sim,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,classica,sim,sair,nao
695,manha,noturno,medio,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
696,noite,noturno,fundamental,sim,nao,nao,nao,pedir,sim,nao,nao,nao,organizada,rock,nao,casa,nao
697,manha,madrugador,medio,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
698,noite,noturno,fundamental,nao,sim,nao,sim,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
699,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,sim,relaxada,classica,sim,sair,sim
700,noite,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,rock,sim,sair,sim
701,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,relaxada,sertanejo,sim,casa,sim
702,manha,madrugador,fundamental,nao,nao,nao,nao,cozinhar,nao,sim,nao,nao,organizada,rock,nao,casa,sim
703,noite,noturno,medio,nao,sim,sim,nao,pedir,nao,nao,sim,sim,relaxada,funk,sim,sair,nao
704,manha,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
705,noite,noturno,fundamental,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
706,manha,noturno,medio,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
707,noite,madrugador,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
708,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,organizada,rock,nao,casa,sim
709,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,rock,sim,casa,sim
710,noite,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,relaxada,sertanejo,nao,casa,sim
711,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,sim,nao,relaxada,sertanejo,nao,casa,sim
712,noite,noturno,medio,nao,nao,nao,nao,pedir,nao,sim,nao,sim,relaxada,classica,sim,sair,sim
713,noite,noturno,medio,sim,nao,nao,nao,pedir,sim,nao,nao,sim,relaxada,funk,nao,casa,sim
714,manha,noturno,fundamental,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,casa,sim
715,manha,madrugador,superior,nao,sim,sim,nao,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
716,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,sim
717,manha,madrugador,fundamental,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,sim,sair,sim
718,noite,noturno,superior,nao,sim,nao,sim,cozinhar,nao,nao,sim,sim,relaxada,classica,sim,casa,sim
719,manha,madrugador,fundamental,sim,nao,nao,nao,cozinhar,nao,nao,sim,nao,organizada,rock,nao,sair,nao
720,manha,madrugador,fundamental,nao,nao,sim,sim,pedir,sim,nao,sim,nao,relaxada,funk,sim,casa,nao
721,noite,noturno,superior,sim,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
722,manha,madrugador,medio,sim,nao,sim,sim,cozinhar,nao,nao,sim,sim,relaxada,sertanejo,nao,casa,nao
723,noite,noturno,medio,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,casa,sim
724,noite,noturno,superior,sim,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,rock,nao,sair,sim
725,noite,madrugador,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
726,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,nao,nao,relaxada,classica,sim,casa,sim
727,manha,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,classica,nao,casa,nao
728,noite,madrugador,superior,nao,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
729,manha,noturno,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,rock,sim,casa,sim
730,noite,madrugador,medio,nao,sim,sim,sim,pedir,sim,nao,nao,nao,relaxada,funk,nao,sair,sim
731,noite,noturno,superior,nao,sim,nao,sim,cozinhar,sim,sim,sim,nao,organizada,classica,sim,casa,sim
732,manha,noturno,superior,sim,nao,nao,sim,pedir,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,sim
733,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,rock,sim,casa,nao
734,noite,noturno,superior,sim,sim,nao,nao,cozinhar,sim,nao,nao,sim,organizada,rock,sim,sair,sim
735,noite,madrugador,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,nao
736,noite,noturno,superior,nao,nao,nao,nao,pedir,nao,sim,nao,sim,relaxada,classica,sim,sair,sim
737,manha,noturno,superior,nao,nao,nao,nao,pedir,nao,sim,sim,sim,organizada,sertanejo,sim,sair,sim
738,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
739,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,nao
740,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,funk,nao,sair,nao
741,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,classica,nao,casa,nao
742,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,sim,casa,nao
743,noite,noturno,superior,nao,nao,nao,nao,pedir,nao,sim,nao,sim,relaxada,classica,sim,sair,sim
744,noite,noturno,superior,nao,sim,nao,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
745,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
746,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
747,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
748,manha,madrugador,fundamental,sim,nao,sim,nao,pedir,nao,nao,nao,nao,organizada,rock,sim,casa,nao
749,noite,noturno,medio,nao,sim,nao,nao,pedir,nao,sim,nao,nao,relaxada,funk,sim,casa,sim
750,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,sair,nao
751,noite,noturno,fundamental,nao,sim,sim,nao,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,sair,nao
752,noite,noturno,superior,nao,sim,nao,sim,cozinhar,nao,sim,sim,nao,relaxada,funk,sim,sair,sim
753,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
754,noite,noturno,superior,sim,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
755,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,rock,nao,sair,sim
756,noite,madrugador,fundamental,nao,nao,sim,sim,cozinhar,sim,nao,nao,nao,relaxada,rock,nao,casa,nao
757,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
758,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
759,manha,noturno,superior,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
760,manha,noturno,superior,nao,sim,nao,nao,cozinhar,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
761,manha,noturno,medio,nao,nao,nao,nao,pedir,sim,nao,nao,sim,relaxada,funk,sim,sair,sim
762,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,nao,sim,relaxada,rock,sim,casa,nao
763,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,organizada,classica,sim,sair,sim
764,noite,madrugador,medio,nao,nao,sim,nao,pedir,nao,sim,sim,nao,relaxada,funk,sim,sair,sim
765,noite,madrugador,fundamental,sim,sim,sim,sim,cozinhar,nao,nao,sim,nao,organizada,funk,nao,casa,nao
766,noite,noturno,superior,sim,sim,nao,sim,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
767,noite,noturno,superior,nao,sim,nao,sim,pedir,nao,sim,sim,sim,organizada,sertanejo,sim,sair,sim
768,noite,noturno,superior,nao,nao,nao,sim,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
769,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,rock,sim,casa,nao
770,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
771,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,relaxada,sertanejo,nao,sair,nao
772,noite,noturno,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,classica,sim,casa,nao
773,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
774,noite,noturno,fundamental,nao,sim,nao,nao,pedir,nao,nao,sim,sim,relaxada,classica,sim,sair,sim
775,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
776,noite,noturno,medio,nao,sim,sim,nao,cozinhar,sim,sim,nao,sim,relaxada,funk,nao,sair,sim
777,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,classica,nao,casa,nao
778,manha,noturno,superior,sim,nao,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,sair,sim
779,noite,noturno,medio,nao,sim,nao,sim,cozinhar,sim,nao,sim,sim,relaxada,funk,nao,sair,sim
780,noite,noturno,medio,sim,sim,sim,nao,cozinhar,sim,nao,sim,nao,relaxada,funk,nao,sair,sim
781,noite,madrugador,superior,nao,sim,nao,sim,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
782,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
783,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,nao,sair,sim
784,noite,noturno,medio,nao,sim,nao,sim,pedir,nao,nao,sim,sim,relaxada,funk,sim,sair,sim
785,noite,noturno,superior,sim,sim,nao,sim,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
786,noite,madrugador,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
787,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,casa,nao
788,noite,noturno,medio,nao,sim,sim,nao,cozinhar,sim,sim,nao,sim,organizada,funk,sim,casa,sim
789,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,sair,nao
790,manha,noturno,superior,nao,nao,nao,sim,pedir,nao,nao,nao,sim,organizada,rock,sim,casa,sim
791,manha,madrugador,fundamental,sim,nao,sim,nao,pedir,nao,nao,nao,nao,organizada,rock,nao,sair,nao
792,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
793,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,sair,nao
794,noite,noturno,superior,nao,nao,nao,sim,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
795,manha,noturno,medio,sim,nao,sim,nao,cozinhar,nao,nao,sim,nao,organizada,rock,nao,casa,nao
796,noite,madrugador,superior,nao,nao,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,sertanejo,sim,casa,sim
797,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,rock,sim,casa,sim
798,manha,madrugador,medio,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
799,noite,noturno,medio,sim,sim,sim,nao,pedir,nao,nao,sim,nao,relaxada,funk,nao,sair,sim
800,noite,noturno,medio,sim,nao,nao,nao,pedir,sim,nao,sim,nao,relaxada,funk,sim,sair,sim
801,noite,noturno,medio,sim,nao,sim,nao,cozinhar,sim,sim,nao,sim,relaxada,funk,sim,sair,sim
802,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,casa,sim
803,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,nao,nao,sim,relaxada,funk,nao,sair,sim
804,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,sair,sim
805,noite,noturno,superior,sim,nao,sim,sim,pedir,nao,sim,nao,nao,organizada,sertanejo,sim,sair,nao
806,noite,madrugador,medio,nao,sim,nao,nao,pedir,sim,sim,nao,sim,organizada,funk,sim,sair,sim
807,noite,noturno,fundamental,sim,nao,sim,nao,cozinhar,sim,nao,nao,nao,organizada,rock,nao,sair,nao
808,noite,madrugador,fundamental,sim,nao,sim,nao,cozinhar,sim,nao,nao,sim,organizada,rock,nao,casa,nao
809,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,organizada,classica,sim,sair,sim
810,manha,noturno,superior,sim,sim,sim,sim,cozinhar,sim,nao,nao,sim,organizada,sertanejo,nao,casa,sim
811,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,funk,sim,casa,nao
812,manha,madrugador,superior,sim,nao,sim,nao,pedir,sim,nao,nao,nao,relaxada,classica,nao,casa,nao
813,manha,noturno,superior,sim,nao,nao,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
814,manha,noturno,superior,nao,sim,nao,sim,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
815,noite,noturno,medio,sim,sim,sim,nao,pedir,sim,nao,sim,sim,organizada,funk,sim,sair,sim
816,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,nao,relaxada,funk,sim,sair,sim
817,noite,madrugador,fundamental,nao,nao,sim,sim,pedir,nao,sim,sim,nao,organizada,rock,nao,casa,nao
818,noite,madrugador,superior,sim,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,casa,sim
819,noite,noturno,superior,nao,sim,sim,nao,pedir,nao,sim,nao,sim,relaxada,funk,sim,sair,sim
820,manha,madrugador,medio,nao,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,casa,sim
821,manha,madrugador,medio,nao,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,sair,nao
822,manha,madrugador,superior,nao,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
823,noite,madrugador,medio,nao,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
824,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
825,noite,madrugador,fundamental,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,classica,sim,casa,nao
826,manha,madrugador,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,sim,nao,organizada,funk,nao,casa,nao
827,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
828,manha,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,casa,nao
829,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
830,manha,madrugador,fundamental,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,sim,casa,nao
831,noite,noturno,medio,sim,nao,sim,sim,pedir,nao,nao,nao,sim,relaxada,sertanejo,nao,sair,nao
832,noite,madrugador,fundamental,sim,nao,nao,sim,cozinhar,sim,nao,sim,nao,organizada,sertanejo,sim,casa,nao
833,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,sim,nao,relaxada,rock,nao,casa,nao
834,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,classica,nao,casa,nao
835,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
836,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
837,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,sim,sim,organizada,funk,sim,sair,sim
838,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,sim,relaxada,sertanejo,nao,casa,nao
839,noite,madrugador,medio,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
840,noite,noturno,medio,nao,sim,nao,sim,cozinhar,sim,sim,sim,sim,relaxada,funk,sim,sair,nao
841,noite,madrugador,superior,nao,sim,sim,nao,pedir,nao,sim,sim,sim,organizada,classica,sim,sair,sim
842,noite,madrugador,fundamental,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
843,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
844,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
845,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,sertanejo,nao,casa,nao
846,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
847,noite,noturno,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
848,manha,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,nao,sim,organizada,sertanejo,sim,sair,sim
849,noite,madrugador,superior,nao,sim,sim,sim,cozinhar,sim,nao,nao,nao,organizada,classica,nao,casa,nao
850,noite,madrugador,superior,nao,sim,sim,sim,pedir,sim,sim,sim,nao,relaxada,classica,sim,casa,sim
851,noite,madrugador,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,casa,sim
852,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,casa,nao
853,noite,madrugador,medio,sim,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
854,manha,madrugador,fundamental,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
855,manha,madrugador,superior,sim,nao,nao,nao,cozinhar,nao,nao,nao,sim,relaxada,sertanejo,nao,casa,nao
856,noite,madrugador,superior,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,casa,sim
857,noite,madrugador,superior,nao,nao,nao,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
858,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,nao,sim,sim,organizada,sertanejo,nao,casa,sim
859,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
860,manha,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
