id,horario_trabalho,biorritmo,nivel_escolaridade,gosta_ler,lugar_animado,gosta_cinema,animal_estimacao,cozinha,esporte,dieta_especial,fumador,recebe_visitas,organizada_relaxada,musica_tipo,musica_alto,plano_perfeito,instrumento
2894,noite,noturno,superior,sim,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
2895,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,classica,nao,casa,nao
2896,noite,madrugador,medio,nao,nao,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,nao,casa,sim
2897,noite,noturno,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
2898,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,sertanejo,nao,casa,sim
2899,noite,noturno,superior,sim,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
2900,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,rock,sim,casa,nao
2901,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,sim,nao,organizada,funk,nao,casa,nao
2902,noite,noturno,medio,nao,nao,nao,sim,cozinhar,sim,nao,sim,nao,organizada,classica,sim,casa,sim
2903,noite,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,rock,sim,sair,sim
2904,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,sertanejo,nao,casa,nao
2905,noite,madrugador,superior,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,relaxada,classica,nao,casa,sim
2906,noite,noturno,superior,nao,sim,sim,sim,pedir,nao,sim,sim,sim,relaxada,sertanejo,nao,sair,sim
2907,noite,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,classica,nao,sair,nao
2908,manha,noturno,medio,nao,sim,nao,nao,pedir,nao,nao,sim,sim,relaxada,funk,nao,sair,sim
2909,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
2910,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,nao,nao,sim,relaxada,sertanejo,sim,sair,sim
2911,noite,noturno,fundamental,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,casa,sim
2912,manha,madrugador,fundamental,sim,nao,sim,nao,pedir,nao,nao,nao,nao,organizada,rock,nao,casa,nao
2913,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,sim,sim,nao,organizada,rock,nao,sair,nao
2914,noite,noturno,superior,nao,sim,nao,nao,cozinhar,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
2915,noite,madrugador,fundamental,sim,sim,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,nao
2916,noite,noturno,medio,nao,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
2917,manha,noturno,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,relaxada,sertanejo,nao,casa,nao
2918,noite,madrugador,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,organizada,classica,sim,sair,sim
2919,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
2920,noite,noturno,superior,nao,sim,sim,nao,pedir,nao,sim,sim,nao,relaxada,sertanejo,sim,sair,sim
2921,manha,madrugador,fundamental,nao,sim,nao,sim,pedir,sim,sim,sim,nao,organizada,classica,sim,sair,sim
2922,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,funk,nao,sair,sim
2923,manha,madrugador,medio,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,sim
2924,manha,madrugador,fundamental,sim,nao,sim,nao,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2925,manha,noturno,fundamental,sim,nao,nao,nao,cozinhar,sim,nao,nao,nao,organizada,rock,sim,casa,nao
2926,noite,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,nao
2927,noite,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,sair,nao
2928,noite,madrugador,medio,nao,sim,nao,nao,cozinhar,nao,sim,nao,sim,relaxada,funk,sim,sair,sim
2929,manha,madrugador,medio,sim,nao,nao,nao,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
2930,noite,noturno,superior,sim,nao,sim,nao,pedir,sim,sim,nao,sim,organizada,classica,sim,sair,sim
2931,noite,noturno,superior,nao,sim,nao,sim,pedir,nao,sim,sim,nao,relaxada,classica,sim,sair,sim
2932,noite,madrugador,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
2933,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,nao,relaxada,sertanejo,sim,sair,sim
2934,noite,noturno,fundamental,nao,nao,nao,nao,pedir,sim,nao,sim,sim,organizada,rock,sim,sair,sim
2935,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,sim,sim,organizada,funk,sim,sair,sim
2936,noite,noturno,superior,nao,sim,sim,sim,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
2937,noite,madrugador,medio,sim,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,casa,sim
2938,manha,noturno,superior,sim,nao,sim,sim,pedir,nao,sim,sim,nao,relaxada,rock,sim,casa,nao
2939,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,nao,relaxada,classica,sim,sair,sim
2940,noite,noturno,superior,sim,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
2941,manha,noturno,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
2942,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,sim,casa,nao
2943,manha,madrugador,superior,sim,nao,nao,sim,pedir,nao,nao,nao,nao,relaxada,sertanejo,nao,sair,nao
2944,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,sim,casa,nao
2945,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,nao
2946,manha,madrugador,superior,nao,nao,nao,sim,cozinhar,nao,nao,nao,sim,relaxada,sertanejo,nao,sair,nao
2947,noite,madrugador,medio,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
2948,manha,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,nao,sim,organizada,funk,sim,sair,sim
2949,noite,noturno,superior,nao,sim,nao,sim,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
2950,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,relaxada,rock,sim,casa,nao
2951,noite,noturno,fundamental,nao,sim,nao,nao,pedir,nao,sim,nao,sim,relaxada,rock,sim,sair,sim
2952,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,nao,sim,sim,organizada,classica,nao,casa,nao
2953,manha,madrugador,medio,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,sair,nao
2954,manha,madrugador,fundamental,sim,nao,nao,nao,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
2955,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
2956,manha,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,sair,nao
2957,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,sim,nao,nao,nao,organizada,rock,sim,casa,nao
2958,noite,noturno,superior,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
2959,noite,madrugador,fundamental,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,nao,casa,sim
2960,noite,noturno,fundamental,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,casa,sim
2961,manha,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,organizada,funk,sim,sair,sim
2962,noite,noturno,medio,sim,sim,nao,nao,pedir,nao,nao,sim,sim,relaxada,funk,sim,sair,sim
2963,manha,noturno,medio,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
2964,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,funk,sim,casa,sim
2965,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,nao
2966,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
2967,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,sim,sair,nao
2968,noite,madrugador,superior,nao,nao,nao,sim,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,nao
2969,manha,madrugador,medio,sim,nao,sim,sim,cozinhar,nao,sim,nao,sim,organizada,rock,nao,casa,nao
2970,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
2971,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,classica,nao,casa,sim
2972,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
2973,manha,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
2974,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
2975,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,nao,sim,organizada,rock,sim,casa,sim
2976,noite,noturno,superior,nao,sim,nao,sim,pedir,sim,sim,sim,sim,organizada,sertanejo,sim,sair,sim
2977,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
2978,noite,noturno,fundamental,nao,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,classica,nao,sair,sim
2979,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,nao,relaxada,funk,sim,sair,sim
2980,noite,noturno,medio,nao,sim,nao,nao,pedir,nao,sim,nao,nao,relaxada,funk,sim,sair,sim
2981,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,nao
2982,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
2983,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
2984,noite,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,sim,casa,sim
2985,manha,madrugador,medio,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,funk,sim,casa,nao
2986,noite,noturno,medio,sim,nao,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,nao,sair,sim
2987,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,sair,nao
2988,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
2989,noite,noturno,medio,nao,sim,nao,sim,cozinhar,sim,sim,nao,sim,relaxada,sertanejo,sim,sair,nao
2990,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
2991,manha,madrugador,superior,nao,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2992,manha,madrugador,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
2993,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,sim,nao,nao,organizada,sertanejo,nao,casa,nao
2994,noite,noturno,fundamental,sim,nao,sim,nao,cozinhar,sim,sim,nao,nao,relaxada,rock,sim,casa,nao
2995,manha,madrugador,medio,sim,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,sim
2996,manha,noturno,fundamental,sim,nao,nao,nao,cozinhar,nao,sim,sim,nao,organizada,rock,nao,casa,nao
2997,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2998,manha,madrugador,medio,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,sair,nao
2999,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
3000,noite,noturno,fundamental,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
3001,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,sim,casa,nao
3002,noite,madrugador,fundamental,sim,nao,nao,nao,pedir,sim,nao,nao,nao,organizada,rock,sim,casa,nao
3003,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,rock,sim,casa,nao
3004,noite,noturno,medio,nao,nao,sim,nao,pedir,sim,nao,sim,sim,organizada,funk,sim,sair,sim
3005,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,funk,sim,sair,nao
3006,noite,madrugador,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,casa,nao
3007,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,nao,sair,sim
3008,noite,noturno,medio,nao,sim,nao,sim,pedir,sim,sim,sim,sim,organizada,funk,sim,casa,sim
3009,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,casa,sim
3010,manha,madrugador,fundamental,nao,nao,nao,nao,pedir,sim,nao,sim,nao,relaxada,rock,nao,casa,nao
3011,noite,madrugador,medio,nao,nao,nao,sim,pedir,nao,sim,sim,sim,relaxada,funk,nao,sair,sim
3012,noite,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,rock,nao,casa,nao
3013,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,rock,sim,casa,nao
3014,manha,noturno,fundamental,nao,sim,sim,sim,pedir,sim,sim,sim,sim,relaxada,funk,sim,casa,sim
3015,manha,noturno,medio,nao,nao,nao,nao,pedir,sim,nao,sim,nao,relaxada,funk,sim,sair,sim
3016,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3017,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,sim,relaxada,rock,nao,casa,nao
3018,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,rock,sim,casa,sim
3019,manha,noturno,superior,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,classica,sim,casa,nao
3020,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,sim
3021,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,nao,sim,organizada,classica,sim,sair,sim
3022,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,sim
3023,noite,noturno,medio,nao,sim,sim,sim,pedir,sim,sim,nao,sim,relaxada,funk,sim,casa,sim
3024,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,relaxada,rock,nao,casa,sim
3025,noite,madrugador,fundamental,sim,sim,sim,nao,cozinhar,sim,nao,sim,sim,organizada,rock,nao,casa,nao
3026,noite,noturno,medio,nao,nao,sim,nao,pedir,sim,nao,nao,nao,relaxada,funk,sim,sair,sim
3027,noite,madrugador,superior,nao,sim,nao,sim,pedir,sim,sim,sim,sim,organizada,classica,sim,casa,sim
3028,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,nao,sim,organizada,rock,nao,casa,nao
3029,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,sim,nao,nao,organizada,sertanejo,nao,casa,nao
3030,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,rock,sim,casa,nao
3031,manha,madrugador,medio,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
3032,noite,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
3033,manha,madrugador,fundamental,sim,nao,sim,nao,pedir,nao,nao,sim,nao,relaxada,rock,nao,casa,sim
3034,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,organizada,sertanejo,sim,sair,nao
3035,manha,madrugador,medio,sim,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,casa,sim
3036,noite,noturno,medio,nao,sim,nao,nao,pedir,nao,nao,nao,sim,organizada,funk,nao,casa,sim
3037,manha,noturno,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,classica,nao,casa,nao
3038,manha,madrugador,medio,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
3039,manha,madrugador,superior,sim,nao,sim,nao,cozinhar,nao,nao,nao,sim,relaxada,sertanejo,nao,casa,nao
3040,manha,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,sair,nao
3041,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,funk,nao,sair,nao
3042,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
3043,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
3044,manha,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
3045,noite,noturno,medio,sim,sim,sim,nao,pedir,nao,sim,nao,sim,relaxada,funk,sim,sair,nao
3046,manha,madrugador,fundamental,sim,nao,nao,nao,pedir,nao,nao,sim,nao,organizada,rock,nao,sair,nao
3047,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,rock,sim,casa,nao
3048,noite,noturno,superior,nao,sim,sim,nao,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
3049,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,sim
3050,manha,noturno,superior,nao,sim,sim,nao,pedir,nao,sim,sim,nao,relaxada,classica,sim,sair,nao
3051,manha,madrugador,superior,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
3052,manha,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,sim,nao,relaxada,rock,nao,casa,nao
3053,manha,noturno,medio,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
3054,noite,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,casa,nao
3055,noite,madrugador,superior,nao,sim,nao,nao,cozinhar,sim,nao,nao,sim,relaxada,classica,nao,sair,nao
3056,noite,madrugador,superior,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
3057,manha,madrugador,superior,nao,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,sair,nao
3058,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,sair,nao
3059,manha,madrugador,superior,sim,nao,sim,nao,pedir,nao,nao,nao,nao,organizada,classica,nao,casa,sim
3060,noite,madrugador,medio,nao,sim,sim,nao,cozinhar,sim,nao,sim,sim,relaxada,funk,nao,casa,sim
3061,noite,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
3062,manha,noturno,superior,sim,nao,sim,nao,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,sair,nao
3063,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
3064,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,rock,sim,sair,sim
3065,noite,madrugador,medio,sim,sim,nao,nao,cozinhar,nao,nao,sim,nao,organizada,rock,nao,casa,nao
3066,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,sim,organizada,rock,nao,casa,nao
3067,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
3068,manha,madrugador,superior,nao,sim,nao,sim,cozinhar,sim,sim,sim,sim,organizada,sertanejo,sim,sair,sim
3069,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,relaxada,rock,nao,casa,nao
3070,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,nao,sim,sim,relaxada,funk,nao,sair,sim
3071,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,casa,sim
3072,manha,noturno,medio,nao,sim,sim,nao,pedir,sim,nao,sim,nao,relaxada,funk,sim,sair,sim
3073,manha,noturno,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,funk,nao,casa,nao
3074,manha,madrugador,superior,sim,nao,sim,nao,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3075,noite,madrugador,medio,sim,sim,nao,nao,pedir,sim,nao,sim,sim,organizada,funk,sim,sair,sim
3076,noite,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,nao,sim,sim,organizada,sertanejo,nao,sair,nao
3077,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,sertanejo,sim,casa,sim
3078,noite,noturno,medio,sim,nao,nao,nao,pedir,sim,nao,nao,sim,relaxada,funk,sim,casa,sim
3079,manha,madrugador,fundamental,sim,nao,nao,sim,cozinhar,sim,nao,nao,nao,organizada,classica,nao,casa,nao
3080,noite,noturno,superior,sim,sim,nao,nao,cozinhar,nao,sim,sim,sim,relaxada,classica,sim,sair,nao
3081,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,nao
3082,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
3083,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,nao
3084,manha,madrugador,fundamental,nao,nao,nao,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,casa,nao
3085,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,sim,nao,nao,sim,organizada,classica,nao,casa,nao
3086,noite,noturno,superior,nao,sim,nao,sim,pedir,sim,sim,sim,sim,relaxada,funk,sim,casa,sim
3087,noite,noturno,medio,nao,sim,nao,nao,pedir,nao,nao,sim,sim,organizada,funk,sim,sair,nao
3088,manha,madrugador,fundamental,nao,sim,nao,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
3089,noite,noturno,medio,nao,nao,nao,nao,cozinhar,nao,sim,nao,sim,relaxada,funk,sim,sair,sim
3090,noite,noturno,superior,sim,sim,nao,sim,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
3091,manha,noturno,medio,sim,nao,nao,sim,cozinhar,sim,sim,sim,sim,relaxada,funk,sim,casa,nao
3092,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,nao,sim,organizada,rock,nao,casa,nao
3093,manha,madrugador,superior,nao,nao,sim,nao,cozinhar,sim,sim,nao,sim,organizada,sertanejo,nao,casa,nao
3094,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3095,manha,madrugador,superior,nao,sim,sim,sim,cozinhar,nao,nao,sim,nao,organizada,sertanejo,sim,casa,sim
3096,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,nao,sim,organizada,rock,nao,casa,nao
3097,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,nao
3098,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,sim,nao,nao,relaxada,classica,nao,casa,nao
3099,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,nao
3100,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,sair,nao
3101,noite,noturno,medio,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,rock,nao,casa,sim
3102,noite,madrugador,superior,nao,sim,sim,nao,cozinhar,nao,sim,sim,sim,relaxada,classica,sim,casa,sim
3103,noite,noturno,superior,nao,sim,nao,sim,pedir,sim,sim,sim,nao,relaxada,classica,nao,sair,sim
3104,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,nao,organizada,classica,sim,casa,sim
3105,manha,noturno,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
3106,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,nao,sair,sim
3107,noite,noturno,fundamental,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,funk,sim,casa,sim
3108,manha,madrugador,medio,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
3109,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,rock,sim,casa,nao
3110,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
3111,noite,noturno,medio,sim,nao,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,sim
3112,manha,madrugador,superior,nao,sim,sim,nao,pedir,nao,sim,sim,nao,relaxada,classica,nao,sair,sim
3113,manha,madrugador,fundamental,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
3114,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,nao,sair,sim
3115,manha,madrugador,fundamental,nao,nao,sim,nao,pedir,nao,sim,sim,sim,relaxada,rock,nao,casa,nao
3116,manha,noturno,superior,sim,nao,nao,sim,cozinhar,nao,nao,sim,nao,organizada,classica,nao,casa,nao
3117,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
3118,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,relaxada,funk,nao,casa,nao
3119,manha,madrugador,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
3120,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,sim,sim,relaxada,sertanejo,nao,casa,nao
3121,noite,madrugador,fundamental,sim,sim,sim,sim,pedir,nao,sim,sim,sim,organizada,classica,sim,sair,sim
3122,manha,noturno,fundamental,sim,nao,sim,nao,cozinhar,sim,nao,sim,nao,organizada,sertanejo,sim,casa,nao
3123,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
